FOTOTREE NAME                                      | LATITUDE     | LONGITUDE    | LOCATION NAME
Loop Stadion Dipta                                 | -8.547478    | 115.306114   | 
loop Taman Blambangan                              | -8.212542    | 114.3767     | 
Loop Waduk Brigif                                  | -6.351592    | 106.79856    | 
Loop.Yukk GOR Hamim Pou                            | 0.5965367    | 123.10806    | 
LOSNITO RUN 5K & 10K                               | 1.3458681    | 124.824196   | 
Love Run Yogyakarta 2026                           | -7.793168    | 110.3668     | 
Lowokwaru Run 2025                                 | -7.942602    | 112.62252    | 
LPPI Run 2024                                      | -6.261658    | 106.81573    | 
LPS Monas Half Marathon 2024                       | -6.173779    | 106.82695    | 
LRT Run to RI5E                                    | -6.174643    | 106.89596    | 
LSRun 2023                                         | -6.24386     | 106.80179    | 
LT Men Power Run Banyuwangi 2025                   | -8.200595    | 114.36033    | 
LT Men Power Run Batu 2025                         | -7.8787727   | 112.51998    | 
LT Men Power Run Blitar 5K 2025                    | -8.113156    | 112.163994   | 
LT Men Power Run Madiun 2025                       | -7.626738    | 111.52735    | 
LT Men Power Run Pasuruan 2025                     | -7.6883454   | 112.68228    | 
LT Men Power Run Sidoarjo 5K 2025                  | -7.4509597   | 112.71435    | 
LTMen Power Run Kediri 2025                        | -7.814706    | 112.05964    | 
Lumajang                                           | -8.0943575   | 113.14416    | 
Lusa Merdeka Lap: One Run, One Roof 2025           | -8.660172    | 115.13967    | 
Luwes Orange Run 2025                              | -7.577403    | 110.78288    | 
Luwu                                               | -3.3052213   | 120.251274   | 
Luwu Timur                                         | -2.5825517   | 121.171036   | 
Luwu Utara                                         | -2.2690446   | 119.97405    | 
M-Run 2025                                         | -6.881878    | 107.608345   | 
M-Run 2026                                         | -6.8846717   | 107.6081     | 
Ma'soem Run 2025                                   | -6.9477105   | 107.75897    | 
MACROW 2 2025                                      | -6.169635    | 106.63558    | 
Madania Fun Run 2024                               | -6.4760756   | 106.7032     | 
Madiun                                             | -7.6093307   | 111.61838    | 
MADIUN ULTRA 70 2025                               | -7.638885    | 111.51636    | 
Madiun Ultra 70 2026                               | -7.6717033   | 111.58667    | 
MaduRuns 2025                                      | -7.0432835   | 112.739685   | 
MaduRuns Glow In Motion 6K Fun Night Run 2025      | -7.030165    | 112.74863    | 
Maesa Run 2024                                     | -6.178187    | 106.88784    | 
MAF FUN RUN 5K                                     | -6.314603    | 106.89571    | 
MAG Kiko Run 2023                                  | -6.145412    | 106.89114    | 
MAG Run 2024                                       | -6.1456246   | 106.891846   | 
Magelang                                           | -7.430524    | 110.28322    | 
Magetan                                            | -7.643314    | 111.35605    | 
Mahakam Hulu                                       | 0.9616678    | 114.714294   | 
Mahakam Run 2024                                   | -0.51348364  | 117.1175     | 
Mahapeka Fun Run 2025                              | -6.737036    | 108.53086    | 
Maharajalila Run 2024                              | 2.9042475    | 116.985245   | 
Mahasaraswati Justice Fun Run 5K 2024              | -8.653268    | 115.22456    | 
Maison Fun Run 2026                                | -6.920396    | 107.60703    | 
Maja Fun Run 2025                                  | -6.3384247   | 106.39636    | 
Majalengka                                         | -6.7790604   | 108.2852     | 
Majapahit Loop                                     | -6.8960404   | 109.66252    | 
Majene                                             | -3.029725    | 118.90628    | 
Majene Run 2025                                    | -3.5425963   | 118.97314    | 
Makassar Half Marathon 2025                        | -5.14352     | 119.407455   | 
Makutarama Salatiga Tolerun 2025                   | -7.307473    | 110.477554   | 
Malabar Trail Run 2026                             | -7.1206646   | 107.62098    | 
Malang                                             | -8.242209    | 112.71521    | 
Malang Color Run Lightfest 2025                    | -7.8709373   | 112.52684    | 
Malang Couple Run 2025                             | -7.9407563   | 112.63724    | 
Malang DreamRun Vol.2 2025                         | -8.08299     | 112.78586    | 
Malang M110K Challenge 2024                        | -7.932549    | 112.64957    | 
Maleo Run 2023                                     | -5.0941005   | 119.58344    | 
Malinau                                            | 3.073093     | 116.04139    | 
Malino                                             | -5.198022    | 119.42961    | 
Malioboro Run 2025                                 | -7.7949843   | 110.3672     | 
Malioboro Street                                   | -7.798568    | 110.3651     | 
Mamaka Fun Run Vol.2 2025                          | -8.71312     | 115.1676     | 
Mamasa                                             | -2.911821    | 119.325035   | 
Mamuju                                             | -2.6775076   | 118.86251    | 
Mamuju                                             | -2.4920056   | 119.325035   | 
Mamuju Utara                                       | -1.5264542   | 119.51077    | 
Manado Color Fest                                  | 1.5037222    | 124.90064    | 
MANADO COSPLAY                                     | 1.4392334    | 124.84765    | 
Manado Half Marathon 2023                          | 1.49815      | 124.87613    | 
Manahan Loop                                       | -7.5559754   | 110.80423    | 
mancalfoto                                         | -7.268912    | 112.741486   | 
Mandala Fun Run 5K 2023                            | -0.8821942   | 119.88728    | 
Mandala Krida Jogja                                | -7.79596     | 110.384254   | 
Mandalika KORPRI Fun Night Run 2025                | -8.893408    | 116.28209    | 
Mandiri ITB Ultra Fun Run 2022                     | -6.8859787   | 107.60833    | 
Mandiri Jogja Marathon 2022                        | -7.8032503   | 110.35734    | 
Mandiri Jogja Marathon 2025                        | -7.751908    | 110.49145    | 
Mandiri Runniversary 2025                          | -6.2248077   | 106.81451    | 
Mangga 2 Square Color Fest 2025                    | -6.1378784   | 106.83182    | 
Manggala Youth Run 5K 2025                         | -7.878353    | 110.32158    | 
Mangkunegaran Run 2026                             | -7.5665755   | 110.823074   | 
Manglayang Everesting Challenge                    | -6.8927836   | 107.745125   | 
Mangrove Eco Run 2024                              | -7.330397    | 112.81422    | 
Mangrove Eco Run 2025                              | -7.33011     | 112.81575    | 
Manna Kampus Fun Run 2025                          | -7.776138    | 110.37437    | 
Mantap photosport                                  | -6.8762593   | 107.61788    | 
Mantra116 - 2025                                   | -7.7411103   | 112.66314    | 
Manunggal TentaRun 5K 2025                         | -7.0796447   | 110.915764   | 
Mapala Poliwangi Run Challenge 2025                | -8.295841    | 114.30784    | 
Maplesi Run 2024                                   | -8.449231    | 115.27911    | 
MARATUA RUN 2025                                   | 2.2367756    | 118.56825    | 
Margonda Race 2026                                 | -6.3888702   | 106.82588    | 
Marhaban Ya Fun Run 5K 2025                        | -7.9451      | 112.61909    | 
Marina Suntastic Run 2025                          | -6.222951    | 106.80598    | 
Maritim HOKIbank Run 2026                          | -8.738149    | 115.21099    | 
Maros                                              | -5.0549145   | 119.696266   | 
Maros Highland                                     | -5.130057    | 119.57777    | 
Masjid Al Akbar Surabaya                           | -7.33654     | 112.715195   | 
Masjid At Thohir                                   | -6.425492    | 106.89432    | 
Master Class Body Combat with Marlon Woods 2025    | -6.24924     | 106.82613    | 
Master Class with Viktor Uygun 2025                | -6.1875253   | 106.825294   | 
Master Trail 2025                                  | -6.600741    | 106.90611    | 
Mathilda Run 5K Run 2025                           | -1.2317436   | 116.85159    | 
Max Run 2024                                       | -5.14726     | 119.4616     | 
May Day Run 5K 2026                                | 1.1022136    | 104.06254    | 
Maybank Marathon 2025                              | -8.615523    | 115.31387    | 
Maybank Marathon Bali 2022                         | -8.582838    | 115.34473    | 
Maybank Marathon Bali 2023                         | -8.580669    | 115.34525    | 
Maze Run to 90's 2023                              | -7.24613     | 112.73777    | 
Mbok Mlayu 2025                                    | -7.8007865   | 110.37608    | 
MC Run 2025                                        | -6.9718566   | 109.12599    | 
MD Mall Blora Run 2025                             | -6.9691505   | 111.41397    | 
MEDIA KALTIM NUSANTARA FUN RUN 2025                | -0.9613885   | 116.700226   | 
Medic Carnival Run 2025                            | -7.2649584   | 112.75884    | 
Medica Run by FK UNDIP 2025                        | -7.0492187   | 110.444786   | 
Medical Fun Run 2025                               | -6.120098    | 106.19448    | 
Medini Trail Run 2025                              | -7.164711    | 110.33445    | 
Medio Fondo & Fun Bike 2025                        | -7.794999    | 110.32994    | 
Medrunfest RSUD Jagakarsa 2025                     | -6.315941    | 106.81136    | 
Mega Karimunjawa Beach & Trail Run 2025            | -5.880122    | 110.43277    | 
Meikarta Run 2024 - Run to Superstar               | -6.342049    | 107.17303    | 
MEIKEL ANDI PHOTO & STUDIO                         | 1.5608346    | 124.87292    | 
Meja Photo                                         | -6.9037447   | 107.611115   | 
Mekar Jaya Youth Run 2025                          | -6.385547    | 107.395424   | 
Melarikan Diri ke Jogja                            | -7.796273    | 110.36545    | 
Melawi                                             | -0.7000681   | 111.66607    | 
Mempawah                                           | 0.3897139    | 109.140434   | 
Menara Center Point                                | 0.554997     | 123.1256     | 
Menoreh Fun Run 5K 2024                            | -7.7528796   | 110.208466   | 
Menoreh Runventure 2025                            | -7.7867265   | 110.221436   | 
Menoreh Trail Run Series #01 2024                  | -7.771994    | 110.12126    | 
Mentari Fun Run 2024                               | -6.21844     | 106.79831    | 
Merah Putih Night Run 2025                         | -6.601337    | 106.80711    | 
MERAMBAT Fun Run 5K                                | -6.941627    | 107.65884    | 
Merapi 360 2026                                    | -7.4994273   | 110.4594     | 
Merapi Camp & Run 2026                             | -7.6019187   | 110.4228     | 
Merapi Merbabu De Trail                            | -7.4856186   | 110.46216    | 
Merapi Merbabu de Trail 2025                       | -7.5177712   | 110.592834   | 
Merapi Run 2025                                    | -7.6068754   | 110.421684   | 
Merbabu Sky Run 2025                               | -7.4025226   | 110.40448    | 
Merbabu Skyrace                                    | -7.403132    | 110.40769    | 
Merbabu SkyRace 2025                               | -7.4111476   | 110.426186   | 
Merci Run 2025                                     | 3.5101218    | 98.67595     | 
Mercy Fun Night Run 2025                           | -7.294825    | 112.73087    | 
Merdeka Berlari 2024                               | -8.804783    | 115.15871    | 
MERDEKA FUN RUN 2024                               | -3.563631    | 119.77542    | 
MERDEKA FUN RUN 5K  2025                           | -7.78285     | 110.37555    | 
Merdeka Fun Sport                                  | -6.912172    | 107.61047    | 
Merdeka Run & Walk 5K 2024                         | 1.4462554    | 125.18353    | 
Merdeka Run 10K powered by Polres Purbalingga 2024 | -7.399085    | 109.349655   | 
Merdeka Run 2024                                   | -6.3367605   | 108.33545    | 
Merumatta Half Marathon 2024                       | -8.500293    | 116.04524    | 
MesaStila100 2025                                  | -7.3284183   | 110.329185   | 
Metland cibitung                                   | -6.253997    | 107.111046   | 
Metland cileungsi                                  | -6.3990383   | 106.97495    | 
Metland Loop                                       | -6.194099    | 106.70928    | 
Metland Run for Fun  2025                          | -6.6804795   | 108.17779    | 
mGanik Care Run For Diabetes 2024                  | -6.1966414   | 106.70295    | 
MGCC Anniversary 29th RUN 2024                     | -6.198437    | 106.644005   | 
MGNDWNESIA                                         | 0.7339024    | 124.31833    | 
Midea Run to Party 2024                            | -6.0927043   | 106.73657    | 
Midtown Run 2025                                   | -2.5411131   | 112.946335   | 
Milo Activ Indonesia Race - Jakarta Series 2023    | -6.214935    | 106.80317    | 
Milo Activ Indonesia Race 2025 Surabaya Series     | -7.2453103   | 112.737915   | 
Milo Activ Indonesia Race Jakarta Internasional 10 | -6.170127    | 106.83465    | 
Milo Active Indonesia Race - Bogor Series 2023     | -6.5975757   | 106.79957    | 
Minahasa                                           | 1.2168837    | 124.81826    | 
Minahasa Utara                                     | 1.5327973    | 124.99475    | 
Minang Geopark Run 2025                            | -0.30523384  | 100.369446   | 
Mining Run 2024                                    | -7.76142     | 110.40904    | 
Mitra 10 Serang x Berkeliarun Fun Run 2026         | -6.1283503   | 106.15923    | 
Mix Trail Fun Run 2025                             | -0.9702756   | 116.82303    | 
MKN UII Run 2026                                   | -7.6888766   | 110.41328    | 
Mlayu Bareng Kota Semarang 2025                    | -6.9681835   | 110.42778    | 
MM Fun Run 2025                                    | -8.658119    | 115.20981    | 
Modangan Fun Trail Run 2025                        | -8.347892    | 112.35926    | 
Modern Run 7K 2025                                 | -6.1770353   | 106.95691    | 
Modi Fun Run 2026                                  | -6.427809    | 106.893936   | 
Moewardi Charity Run 2026                          | -7.5585546   | 110.84187    | 
Mogan Fun Run 5K 2025                              | -8.631755    | 115.17791    | 
Moh. Yamin Loop                                    | -8.670898    | 115.238525   | 
Mojokerto                                          | -7.563831    | 112.47683    | 
Mojoqris Run 2025                                  | -7.4721923   | 112.41321    | 
Mokopi Jungle Sukabumi                             | -6.8837595   | 106.945244   | 
MolibaguRun                                        | 0.3827622    | 123.98355    | 
momotoaja                                          | -6.224637    | 106.99488    | 
Monas Loop                                         | -6.1748013   | 106.823044   | 
Monkey Forest Ubud Fun Run 2025                    | -8.51916     | 115.26068    | 
Monpera Balikpapan                                 | -1.2787479   | 116.82213    | 
Monumen Provinsi Kepulauan Riau                    | 0.879419     | 104.457146   | 
Morowali                                           | -2.698723    | 121.901794   | 
Morowali Utara                                     | -1.6311761   | 121.354164   | 
Motion Festival 2025                               | -7.311241    | 112.72884    | 
Motogatari Moments                                 | -7.601938    | 110.8454     | 
MOTOGEH.ID                                         | -5.388431    | 105.25232    | 
motretku_id                                        | -6.1613674   | 106.974594   | 
Move Forward Run 2025                              | -7.9620647   | 112.59138    | 
Move with Heritage Fun Run 2025                    | -7.7678714   | 110.49403    | 
Movers on The Run 2024                             | -6.359808    | 106.82603    | 
Movin Color Fun Walk & Fun Run 2026                | -6.335723    | 106.43827    | 
Mozia Loop                                         | -6.2914085   | 106.62866    | 
mp.sporty                                          | -6.981946    | 110.48472    | 
MQRUN 2026                                         | -6.4941897   | 107.00703    | 
MRCC Run For Hope 2023                             | -6.2135      | 106.80269    | 
MRCC Run For Hope 2025                             | -6.212297    | 106.80437    | 
MS Glow for Men Run 2026                           | -7.976896    | 112.63396    | 
Muaro Jambi                                        | -1.552136    | 103.821625   | 
Mugu Fun Run 2026                                  | -7.5904613   | 110.2782     | 
Muharram Run 4,47KM 2025                           | -7.428376    | 111.017296   | 
Multatuli Run 2025                                 | -6.369204    | 106.26408    | 
Mulyodadi RunFest 2025                             | -7.9436216   | 110.323296   | 
Muna                                               | -4.901629    | 122.62775    | 
MUNA BERLARI 2025                                  | -4.8096857   | 122.72115    | 
MUPA Fun Run 2026                                  | -7.663507    | 110.41429    | 
Muria Trail Run 2025                               | -6.6164107   | 110.89148    | 
Musawarah Couple Padel Tournament 2026             | -6.3025455   | 106.8426     | 
Musi 5K 2025                                       | -2.9333832   | 104.74756    | 
Musi Banyu Asin                                    | -2.5442028   | 103.72892    | 
Musi Half Marathon 2025                            | -3.0179634   | 104.79202    | 
My Charity Run 2025                                | -6.8650556   | 107.470085   | 
MyBCA Belitung Multisport Festival 2026            | -2.5683265   | 107.657455   | 
Nagan Raya                                         | 4.1248407    | 96.49298     | 
Nak Badung Fun Run 5K                              | -8.534298    | 115.208206   | 
NAKAMARUN 2025                                     | -8.606037    | 116.07524    | 
NANI WARTABONE HERITAGE RUN - 2025                 | 0.555695     | 123.12999    | 
Napak Tilas Raden Wijaya 2025                      | -7.5660887   | 112.37994    | 
Napak Tilas Running Festival 2024                  | -7.6558948   | 111.3282     | 
Napak Tilas Running Festival 2025                  | -7.7486053   | 111.33258    | 
Nara x Wondr Couple Fun Run 2025                   | -6.867509    | 107.60975    | 
NARYAMA SPORTFESTIVAL                              | -7.1395564   | 109.30601    | 
Nasdem Purwakarta 5K Fun Run 2025                  | -6.532224    | 107.4563     | 
Natuna                                             | 4            | 108.25       | 
Navara                                             | -7.755165    | 110.442535   | 
Navaran 2025                                       | -5.397885    | 105.30384    | 
Navigacity Geospatial Run 2023                     | -6.88783     | 107.61011    | 
NCC MotoRun 2024                                   | -8.699238    | 115.26259    | 
Negaroa Fun Run 2026                               | -8.359275    | 114.63623    | 
Neon Night Fun Run 2025                            | -0.47765797  | 117.156395   | 
NEURO RUN 2025                                     | -8.706996    | 115.18881    | 
NGABUBU-RUN AND1 SPORT 2025                        | -6.814682    | 110.83851    | 
Ngabuburun 5K Sukabumi 2025                        | -6.911323    | 106.92673    | 
Ngabuburun Cari Sepatu Bersama Desle 2026          | -7.8022265   | 110.39558    | 
Ngabuburun Lokal Mart 2026                         | -7.949345    | 112.59237    | 
NgabubuRun with Saucony Azura 2026                 | -7.779022    | 110.36191    | 
Nganjuk                                            | -7.594351    | 111.90456    | 
Nganjuk Loop                                       | -7.6146984   | 111.89863    | 
Ngawi                                              | -7.460987    | 111.3322     | 
NGEBEL ULTRA                                       | -7.7913256   | 111.63632    | 
NGURAH RAI FUN RUN 2 - 5K                          | -8.665729    | 115.21793    | 
Nias Selatan                                       | 0.7086091    | 97.828636    | 
Night Fun Run 2026                                 | -7.1180325   | 112.40881    | 
Night Shift Run in Cotton                          | -6.1304193   | 106.13142    | 
NIRMALA FUN RUN 2024                               | -7.398189    | 109.345085   | 
Nirmala Suri Run Fest 2025                         | -7.6463013   | 110.83155    | 
Nivea Hijab Run 2025 x Freerunners Yogyakarta      | -7.801736    | 110.39094    | 
NIVEA Hijab Run 2026                               | -6.294653    | 106.60995    | 
Nivea Hijab Run Banda Aceh 2024                    | 5.538042     | 95.3068      | 
Nivea Hijab Run x Superindo                        | -7.9358854   | 112.65073    | 
Noname Charity Run 2025                            | -8.610828    | 115.22063    | 
NOTARACE 2025                                      | -6.225712    | 107.00111    | 
November Night Run 8K 2025                         | -7.7801347   | 110.37645    | 
November Run 2025                                  | -6.300876    | 106.89162    | 
Novotel Runn1ver5ary 5K 2025                       | -5.4399915   | 105.28912    | 
Novotel Runniversary 21st Palembang 2025           | -2.9497762   | 104.76445    | 
Npure Fun Color Run                                | -6.127464    | 106.848015   | 
Nuanu Run 2025                                     | -8.629831    | 115.09902    | 
Nunukan                                            | 4.080965     | 116.60816    | 
Nusantara Fest Run 2025                            | -6.1277037   | 106.69256    | 
Nutri Flakes Happy Run 2024                        | -7.7973695   | 110.38773    | 
NutriMove Social Run 2025                          | -7.3133492   | 112.7538     | 
Oasis kudus                                        | -6.7754974   | 110.872406   | 
Obex Trail Run 2024                                | -6.481858    | 105.65255    | 
Odontosyne Fun Run 2026                            | -7.7998796   | 110.3517     | 
Old Shanghai Sedayu City                           | -6.165298    | 106.92462    | 
OMDC Fun Run 2024                                  | -6.2079797   | 106.82289    | 
Opening FTL Merdeka 2025                           | -6.908418    | 107.61037    | 
Opetra Fun Run 2025                                | -7.933652    | 110.26128    | 
Oppo Run 2025                                      | -8.615661    | 115.31295    | 
OPPO X Lalala Fest 2025                            | -6.1477566   | 106.84612    | 
OsteoRun 7.5K 2025                                 | -6.917907    | 106.931625   | 
OXY Fun Run 2026                                   | -7.5500584   | 112.22866    | 
Paal beach                                         | 1.65152      | 125.161964   | 
PaboRun 2025                                       | -8.426473    | 115.607635   | 
Pacitan                                            | -8.126331    | 111.141426   | 
Padang Lawas                                       | 1.1186976    | 99.81249     | 
Padang Lawas Utara                                 | 1.5758644    | 99.63413     | 
Padang Pariaman                                    | -0.5546757   | 100.21516    | 
PADANG SMIP BAJO                                   | -8.473535    | 119.89089    | 
Padi's Fun Run 2025                                | -7.458809    | 109.513466   | 
Padma Beach                                        | -8.703452    | 115.16451    | 
Padma Run Bali 2025                                | -8.704835    | 115.167274   | 
Padma Run Bandung 2025                             | -6.864593    | 107.60909    | 
Padma Run Semarang 2025                            | -7.008998    | 110.41655    | 
Pahlawan Street Center                             | -7.630118    | 111.523155   | 
Paisu Pok Run 2025                                 | -1.3073982   | 123.29449    | 
Pajamas Run 2025                                   | -6.3022976   | 106.89092    | 
Palattae Lovers                                    | -4.9727182   | 120.11447    | 
PALESTINA RUN 2025                                 | -6.4385777   | 106.82744    | 
Palupi Run 2025                                    | -0.92444366  | 119.85722    | 
Pamekasan                                          | -7.105086    | 113.52523    | 
Pamekasan Run Walk Fun 2025                        | -7.1606293   | 113.485756   | 
PameRun Photo Jogja                                | -7.791026    | 110.36601    | 
Pand Run 2024                                      | -7.691237    | 108.53766    | 
Pandanaran Semarang                                | -6.986772    | 110.415665   | 
PANDANARUN 2026                                    | -7.6954055   | 110.40502    | 
PANDAPA PARAMARTA AREA                             | -6.976544    | 108.48487    | 
Pandeglang                                         | -6.7482705   | 105.68818    | 
Panganda Run 2025                                  | -7.6845922   | 108.6384     | 
Pangandaran                                        | -7.6150613   | 108.498825   | 
Panggungharjo Fun Run 2025                         | -7.8391566   | 110.35739    | 
Pangkajene Dan Kepulauan                           | -4.805035    | 119.55717    | 
Pangkung Tibah Fun Run 5K 2025                     | -8.606127    | 115.0817     | 
Panglima TNI Run 2025                              | -6.1765924   | 106.826294   | 
Panorama Fun Fest 2025                             | -1.2432163   | 116.83312    | 
Pantai alar Amurang                                | 1.213956     | 124.59413    | 
Pantai Bangsal                                     | -8.674996    | 115.26391    | 
Pantai Bunga Indah Bintauna                        | 0.8861866    | 123.52452    | 
Pantai Karang                                      | -8.69395     | 115.26622    | 
Pantai Kura-kura, Lombok Timur.                    | -8.918852    | 116.45747    | 
Pantai Kurenai Gorontalo                           | 0.47882903   | 123.0892     | 
Pantai Legian                                      | -8.704745    | 115.16519    | 
Pantai Minanga                                     | 0.9271846    | 123.10548    | 
Pantai Padang                                      | -0.9581896   | 100.35339    | 
Pantai Pangandaran                                 | -7.7018366   | 108.65628    | 
Pantai Pengastian                                  | -8.679584    | 115.26466    | 
pantai sanur                                       | -8.681656    | 115.26393    | 
Pantai Seruni                                      | -5.54198     | 119.93249    | 
Pantai Ujung Suso, Luwu Timur                      | -2.636124    | 120.74468    | 
PantuRUN 2025                                      | -6.8664703   | 112.36097    | 
Paolo Run Fest 2025                                | -7.894942    | 112.53657    | 
PAPAJARUN 2026                                     | -6.9222145   | 106.92911    | 
Papandayan Mountain Challenge 2025                 | -7.3049474   | 107.740974   | 
PAPDI Banten Rush 2025                             | -6.196824    | 106.657745   | 
PAPS RUN 2025 MOVE ON                              | -0.866055    | 121.62255    | 
Parahita Fun Run Solo 2026                         | -7.5636992   | 110.81916    | 
Parahyangan Run Festival 2024                      | -8.404815    | 115.24615    | 
Paramatex Experience: Run Edition 2025             | -8.696366    | 115.18652    | 
Paramount Fun Color Run 2024                       | -6.247413    | 106.622795   | 
Pariaman Fun Run 2025                              | -0.6463946   | 100.12904    | 
Paris van java                                     | -6.889151    | 107.59634    | 
PARITTIGA EXPO 2024 FUN RUN                        | -1.6752291   | 105.49242    | 
Pasaman Barat                                      | 0.2213005    | 99.63413     | 
Pasangkayu Bhayangkara Run 2025                    | -1.1753786   | 119.37804    | 
Pasar Atom Run 2025                                | -7.240261    | 112.74422    | 
Pasar2Pasar                                        | -7.5755606   | 110.82683    | 
PASEBAN FUN RUN 2025                               | -7.898435    | 110.3403     | 
Paser                                              | -1.7175266   | 115.9468     | 
Pasfarma Run 2024                                  | -7.7185173   | 110.355385   | 
Pasir Kencana Beach Run 2025                       | -6.85927     | 109.691055   | 
pasir pete fun trail                               | -6.137722    | 106.89412    | 
Paskibra Festival 2024                             | -7.3106194   | 112.78193    | 
Pasuruan                                           | -7.785996    | 112.858215   | 
PATAS TACTICAL Trail Run                           | -5.5015607   | 119.850555   | 
Pati                                               | -6.7449636   | 111.04604    | 
Pati KORPRI Fun Run 2026                           | -6.753242    | 111.04008    | 
Pati Runmadhan Festival 2026                       | -7.085716    | 110.66791    | 
PATRALOOP                                          | -6.71017     | 108.53453    | 
Patriot Color Run 5K 2024                          | -6.297619    | 107.14913    | 
Patriot Run 2025                                   | -7.28959     | 112.63445    | 
Patriot Run Floweria Blossom 2024                  | -7.239404    | 112.7456     | 
Patriot Run Indonesia Emas 2025                    | -6.2397223   | 106.99256    | 
Payakumbuah Fun Run 5K 2025                        | -7.294668    | 112.648895   | 
PDK Kelas X Angkatan 36 SMA Taruna Nusantara 2025  | -7.516125    | 110.19803    | 
Peace Love Color Run 2025                          | -8.141494    | 113.69114    | 
PECGI Fun Run 2025                                 | -6.2630863   | 107.09403    | 
Pecinan street                                     | -7.7970204   | 110.365204   | 
Pegadaian Borobudur Trail Run 2023                 | -7.62285     | 110.21675    | 
Pegel Run 2024                                     | -6.870344    | 107.619446   | 
Pekalongan                                         | -7.051713    | 109.61632    | 
Pekalongan Half Marathon 2025                      | -7.0244784   | 109.59179    | 
Pekalongan Heritage Run 2024                       | -6.878409    | 109.6748     | 
Pekan Olahraga Integrasi Siswa dan Masyarakat 2025 | -6.911342    | 106.92431    | 
PELABUHAN BUNAKEN                                  | 1.596091     | 124.78187    | 
Pelabuhan Tanjung Ringgit                          | -2.9862757   | 120.20351    | 
Pelarian Jogja                                     | -7.7905297   | 110.36607    | 
Pemalang                                           | -7.0599422   | 109.42591    | 
Pemda Loop Sleman                                  | -7.716758    | 110.35525    | 
Pemda Pringsewu Berlari 2024                       | -5.3592434   | 105.01525    | 
PEMDA SRAGEN                                       | -7.4245152   | 111.00636    | 
PEMDA TIGARAKSA                                    | -6.269308    | 106.48562    | 
Pemuda Loop Semarang                               | -6.975544    | 110.41822    | 
Pemuda Running Fest 2025                           | -1.3092107   | 116.728264   | 
Pemuda Selatan Run 2024                            | -5.0592036   | 119.512215   | 
Penajam Paser Utara                                | -1.2917094   | 116.513794   | 
Penatarun 2025                                     | -8.015982    | 112.2091     | 
Pendopo Bupati Meulaboh                            | 4.133166     | 96.132       | 
Pengayoman Run 2025                                | -6.2208114   | 106.83309    | 
PEP Run 2025                                       | -7.884391    | 112.47673    | 
Perempuan Berlari 2025                             | -6.212393    | 106.80397    | 
Perempuan Berlari 2026                             | -6.285224    | 106.7286     | 
Pergilari x kopi klotok Show Your 2025 5.6K        | -6.754631    | 111.046715   | 
Permata Ibunda Run 2025                            | -6.319944    | 106.08074    | 
Persagi Lumajang Fun Run 2025                      | -8.135072    | 113.22452    | 
Pertamina Eco RunFest 2024                         | -6.220282    | 106.80637    | 
Pertamina Energizing Run 2025                      | -7.6962037   | 108.99683    | 
Pertanian Tamuku, Kec. Bone Bone                   | -2.638514    | 120.53182    | 
Pertigaan BI Solo                                  | -7.5707507   | 110.82978    | 
Perumahan Keledang Mas Baru                        | -0.5119576   | 117.134346   | 
Pesantenan Championship 2025                       | -6.7487273   | 111.02782    | 
Pesawaran                                          | -5.493245    | 105.079124   | 
Pesawaran RUN 2024                                 | -5.3975887   | 105.07004    | 
Pesisir Barat                                      | -5.292819    | 104.12337    | 
Pesona Wanajaya Cibitung                           | -6.237073    | 107.114655   | 
Petobo Singgani Loop                               | -0.9363017   | 119.92271    | 
Petra Runity 2026                                  | -7.3510675   | 112.789444   | 
PETTARANI Makassar                                 | -5.1564765   | 119.43695    | 
PEX Run 2024                                       | -7.662842    | 112.597496   | 
Pex Run 2025                                       | -7.7327194   | 112.57337    | 
PGM MEDICAL RUN 2025                               | -7.1670957   | 112.59998    | 
PGV Fun Run 2026                                   | -6.426888    | 106.89393    | 
Pharma Run 2025                                    | -7.540622    | 111.65232    | 
Pharmafest Run 2025                                | -6.344079    | 106.73488    | 
Pharmaphoria 2025                                  | -6.248108    | 106.55709    | 
Pharmarun 2025                                     | -7.2656965   | 110.47016    | 
Photo Story by Restu                               | -7.3003592   | 108.21821    | 
PHRI Salatiga Run 2024                             | -7.3039274   | 110.50753    | 
Piala Kemerdekaan 2024                             | -7.936872    | 112.57617    | 
Picon Loop                                         | -2.9784472   | 104.74623    | 
Pidie                                              | 5.074266     | 95.94097     | 
Pidie Jaya                                         | 5.154806     | 96.19513     | 
PIK 2 Loop                                         | -6.057937    | 106.69824    | 
Pik Apik Run 2025                                  | -6.992836    | 109.12942    | 
PIK Runners Friendship Run 2025                    | -6.047396    | 106.70254    | 
Pilkada Run Kab. Jeneponto 2024                    | -5.5632243   | 119.80317    | 
Pine Run 2025                                      | -6.779858    | 107.634964   | 
Pinetrail 2025                                     | -6.786536    | 107.589836   | 
Pink Ribbon Run 2025                               | -7.7402864   | 110.37339    | 
PIT FK Unjani Run 2023                             | -6.8869076   | 107.52741    | 
PITHON 5K FUN RUN 2024                             | 1.445302     | 125.1754     | 
PJK Fun Run 2025                                   | -8.604809    | 115.108055   | 
PKJ Fun Run Palu 2024                              | -0.805872    | 119.88322    | 
Planet Gadget Anniversary 9th Fun 5K Run 2024      | -7.9376836   | 112.62778    | 
Plano Run 2026                                     | -6.598537    | 106.80959    | 
